team_id,team,reference_team,tricode,flag,confederation,startDate,endDate,member,base,base_off,base_def,priority,points,points_off,points_def
384,Afghanistan,Afghanistan,AFG,afghanistan_20.png,AFC,1992-04-26,1992-12-05,1.0,4148.0,4538,4216,7.0,4289,4556,4439
384,Afghanistan,Afghanistan,AFG,afghanistan_20.png,AFC,1992-04-26,1992-12-05,1.0,4148.0,4538,4216,7.0,4289,4556,4439
384,Afghanistan,Afghanistan,AFG,afghanistan_20.png,AFC,1992-04-26,1992-12-05,1.0,4148.0,4538,4216,7.0,4289,4556,4439
384,Afghanistan,Afghanistan,AFG,afghanistan_20.png,AFC,1992-04-26,1992-12-05,1.0,4148.0,4538,4216,7.0,4289,4556,4439
384,Afghanistan,Afghanistan,AFG,afghanistan_20.png,AFC,1992-04-26,1992-12-05,1.0,4148.0,4538,4216,7.0,4289,4556,4439
384,Afghanistan,Afghanistan,AFG,afghanistan_20.png,AFC,1992-04-26,1992-12-05,1.0,4148.0,4538,4216,7.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
385,Afghanistan,Afghanistan,AFG,afghanistan_21.png,AFC,1992-12-06,1996-09-26,1.0,4148.0,4538,4216,8.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
386,Afghanistan,Afghanistan,AFG,afghanistan_22.png,AFC,1996-09-27,1997-10-26,1.0,4148.0,4538,4216,9.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
387,Afghanistan,Afghanistan,AFG,afghanistan.png,AFC,1997-10-27,2001-11-12,1.0,4148.0,4538,4216,10.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
388,Afghanistan,Afghanistan,AFG,afghanistan_24.png,AFC,2001-11-13,2002-01-27,1.0,4148.0,4538,4216,11.0,4289,4556,4439
389,Afghanistan,Afghanistan,AFG,afghanistan_25.png,AFC,2002-01-28,2002-06-26,1.0,4148.0,4538,4216,12.0,4289,4556,4439
389,Afghanistan,Afghanistan,AFG,afghanistan_25.png,AFC,2002-01-28,2002-06-26,1.0,4148.0,4538,4216,12.0,4289,4556,4439
389,Afghanistan,Afghanistan,AFG,afghanistan_25.png,AFC,2002-01-28,2002-06-26,1.0,4148.0,4538,4216,12.0,4289,4556,4439
389,Afghanistan,Afghanistan,AFG,afghanistan_25.png,AFC,2002-01-28,2002-06-26,1.0,4148.0,4538,4216,12.0,4289,4556,4439
389,Afghanistan,Afghanistan,AFG,afghanistan_25.png,AFC,2002-01-28,2002-06-26,1.0,4148.0,4538,4216,12.0,4289,4556,4439
