date,home_team,away_team,tournament,country,neutral,home_points_before,away_points_before,expected_result,home_rank,away_rank,home_points_off_before,away_points_off_before,home_points_def_before,away_points_def_before,expected_score_1,expected_score_2,home_rank_off,away_rank_off,home_rank_def,away_rank_def
2026-06-04,France,Ivory Coast,Friendly,France,False,5569.0,5172.0,0.3899513318364616,3.0,48.5,5283.206289146183,5031.983783509021,5059.325232878433,4945.8928543634265,2.4259620569797127,0.0,5.0,47.0,5.0,27.0
2026-06-04,Maldives,Pakistan,Diamond Jubilee T,Maldives,False,4140.0,4048.0,-0.055066081282342146,190.0,200.0,4503.41754863414,4356.364167786278,4270.051282051282,4277.051297056622,2.062826860463724,0.0,190.0,204.0,191.0,189.0
2026-06-05,Puerto Rico,Saudi Arabia,Friendly,United States,True,4449.0,4967.0,-0.7504027688380402,167.0,77.0,4663.168497298178,4832.102985728032,4457.0,4830.123064783428,0.0,2.103049556768512,168.0,114.0,167.0,62.0
2026-06-05,Russia,Burkina Faso,Friendly,Russia,False,5321.0,5037.0,0.22786315874872393,23.0,68.0,5129.218073729542,5039.945007993004,4898.130411298481,4802.402820042363,2.3903668832113447,1.0918549642146673,22.0,44.0,42.0,75.0
2026-06-05,San Marino,Bangladesh,Friendly,San Marino,False,4258.0,4234.0,-0.15647296891884882,179.0,180.0,4552.434414303979,4386.0,4281.88552570266,4406.914075168186,1.8163945512500383,0.0,184.0,200.0,188.0,173.0
2026-06-05,Tajikistan,India,Friendly,Tajikistan,False,4637.0,4492.0,0.023684611096574357,150.0,165.0,4724.517371197702,4582.589019121642,4603.051282051282,4552.079851770638,1.8967378639874013,0.0,158.0,177.0,145.0,158.0
2026-06-05,Slovakia,Montenegro,Friendly,Slovakia,False,5138.0,4907.0,0.1505170534522789,53.0,86.0,4979.7777814582005,4905.651014726267,4879.706413285501,4645.636769268263,2.415178458287672,0.0,63.0,85.0,50.0,135.0
2026-06-05,Moldova,Bulgaria,Friendly,Moldova,False,4682.0,4949.0,-0.5877492945396215,142.0,81.0,4779.962662518841,4924.793668544161,4563.731891803655,4704.980087935442,1.6139382261254638,1.653412091370376,136.0,77.0,155.0,117.0
2026-06-05,Tanzania,Uganda,Friendly,Morocco,True,4825.0,4842.0,-0.025383769264613883,107.5,101.0,4785.759447541524,4847.676676852353,4795.261313563078,4736.096074128144,1.1950591498418868,1.201688519723428,134.0,104.0,83.0,105.0
2026-06-05,Thailand,Kuwait,Friendly,Thailand,False,4741.0,4744.0,-0.1967873256666048,128.5,127.0,4828.430920196644,4803.0,4517.894475568431,4616.0,2.0192549091875125,1.4459965345154098,117.0,127.0,159.0,142.0
2026-06-05,Singapore,China,Friendly,Singapore,False,4403.0,4825.0,-0.8098115542112628,171.0,107.5,4645.117975800975,4792.880815619606,4378.0,4707.93648581312,1.252291798989051,1.8086077234713263,170.0,130.0,174.0,116.0
2026-06-05,Mauritania,Niger,Friendly,Morocco,True,4794.0,4892.0,-0.14617295764188326,119.0,91.0,4766.948717948718,4937.986712573785,4810.987341156286,4806.354096925588,0.0,1.38818997051573,140.0,73.0,73.0,74.0
2026-06-05,Paraguay,Nicaragua,Friendly,Paraguay,False,5322.0,4730.0,0.6575935602861911,22.0,132.0,5061.783796053711,4784.948717948718,5012.732908021924,4696.07453465837,2.5235318520811183,0.0,35.0,135.0,11.0,123.0
2026-06-05,Indonesia,Oman,Friendly,Indonesia,False,4684.0,4837.0,-0.420154376665868,139.0,102.5,4747.777086030907,4757.0,4602.232036368249,4776.0,1.3388638339266046,1.121867399332895,148.0,142.0,147.0,91.0
2026-06-05,Hungary,Finland,Friendly,Hungary,False,5180.0,5030.0,0.031094744727524184,46.0,69.0,4981.419814969892,4986.500846210422,4880.883735280226,4756.709644127159,2.0576248975246316,0.0,61.0,57.0,49.0,99.0
2026-06-05,Hong Kong,Mongolia,Friendly,Hong Kong,False,4510.0,3973.0,0.5839005188707542,162.5,203.0,4625.948717948718,4274.0,4464.410980878358,4241.999596627981,2.5871987575520285,0.0,173.0,208.0,166.0,195.0
2026-06-05,Haiti,Peru,Friendly,United States,True,4985.0,5195.0,-0.31198933729840783,73.0,42.5,4999.816327403819,4984.288998501778,4820.942548333138,4953.524339159168,1.1869621792154024,1.4838474420202419,52.0,58.0,69.0,25.0
2026-06-05,Georgia,Bahrain,Friendly,Georgia,False,5172.0,4790.0,0.368689092165769,48.5,122.0,5042.901264759193,4732.0,4817.812400948583,4740.0,2.310246395757873,0.0,43.0,155.0,72.0,103.5
2026-06-05,Central African Republic,Togo,Friendly,Morocco,True,4677.0,4824.0,-0.21895680905820952,144.0,109.0,4881.0,4833.917048290373,4621.0,4756.631827753869,1.3813864449285587,1.6193342239593604,91.0,112.0,141.0,100.0
2026-06-05,Canada,Ireland,Friendly,Canada,False,5250.0,5175.0,-0.08038934404641943,30.0,47.0,4996.78203365919,4943.403634397608,4962.428571428572,4873.767758413671,1.7505255706870817,0.0,54.0,71.0,19.0,52.0
2026-06-05,Belarus,Syria,Friendly,Belarus,False,4981.0,4900.0,-0.07144891179248981,74.0,88.0,4923.293415174665,4941.790346746136,4848.722213131486,4701.29080282104,2.0491339649898643,0.0,78.0,72.0,56.0,119.0
2026-06-05,Azerbaijan,Malta,Friendly,Hungary,True,4810.0,4689.0,0.18037423848337758,116.0,137.0,4833.087590300036,4734.940031914002,4636.943187933642,4569.355088441783,1.7642357744854538,1.314102420290223,113.0,154.0,138.0,152.0
2026-06-05,Angola,Botswana,Friendly,Morocco,True,5016.0,4693.0,0.47658652258872475,71.5,135.0,4968.4172775045845,4754.3773560060745,4821.277848650073,4670.33464101955,1.8656286923906613,0.0,67.0,144.0,68.0,129.0
2026-06-05,Jamaica,South Africa,Friendly,Mexico,True,4894.0,4979.0,-0.12681741335461852,90.0,75.0,4840.204202739788,4878.489845373445,4800.571770882238,4754.989094416549,1.2820832466971575,1.2639771479225952,108.0,94.0,76.0,101.0
2026-06-06,England,New Zealand,Friendly,United States,True,5562.0,5105.0,0.6664217699954402,5.0,60.0,5200.341845006214,5039.218343486068,5062.068477472916,4861.00384115214,1.9910695345678175,0.0,14.0,45.0,4.0,54.0
2026-06-06,Ethiopia,Malawi,Friendly,Ethiopia,False,4741.0,4690.0,-0.11617668408607236,128.5,136.0,4858.0,4731.0,4673.0,4767.000105360554,1.6588825716349827,0.0,100.0,156.0,128.0,94.0
2026-06-06,Gibraltar,Cayman Islands,Friendly,Gibraltar,False,4445.0,3880.0,0.621607892138575,168.0,206.0,4584.853595079771,4268.437233504889,4441.045191391133,4157.018834231085,2.74356530499619,0.0,176.0,209.0,169.0,205.0
2026-06-06,Guam,Myanmar,Friendly tournament,Philippines,True,3752.0,4154.0,-0.5893274881243669,208.0,188.0,4172.078600478143,4547.879101629776,3990.142072645609,4214.7762907636725,0.0,2.7215700120377697,214.0,185.0,210.0,200.0
2026-06-06,Kyrgyzstan,Palestine,Friendly,Kyrgyzstan,False,4683.0,4853.0,-0.44531106327873365,140.5,99.0,4822.451857753301,4857.632652274276,4569.356917113276,4774.910859178869,1.5383434938013842,1.454381174283948,121.0,101.0,151.0,92.0
2026-06-06,Vanuatu,Fiji,Friendly,Vanuatu,False,4146.0,4178.0,-0.2400848549856583,189.0,185.0,4462.0,4472.0,4241.0,4321.0,1.8030691490079307,1.3065603924536344,194.0,193.0,196.0,186.0
2026-06-06,Romania,Wales,Friendly,Romania,False,5149.0,5201.0,-0.2699305436226999,51.0,40.0,4987.713876569571,4980.5710444702,4794.989741655629,4832.102564102564,1.846314858073963,1.1948617227856946,56.0,62.0,85.0,61.0
2026-06-06,Sierra Leone,Liberia,Friendly,Sierra Leone,False,4811.0,4725.0,-0.06400083704458645,114.5,133.0,4840.108094117641,4823.641879278755,4763.198482560519,4667.224142863997,1.8980847446803526,0.0,109.0,119.0,98.0,130.0
2026-06-06,Turkey,Venezuela,Friendly,United States,True,5382.0,5211.0,0.2544816636601679,18.0,37.0,5175.307877058622,5045.57230127797,4919.470055718792,4918.122501032207,1.7452252527741334,1.385868421206051,16.0,41.0,35.0,36.0
2026-06-06,United States,Germany,Friendly,United States,False,5225.0,5541.0,-0.6588024175400086,35.0,6.0,5057.553417239767,5290.579243668319,4796.64611681622,4925.054489185406,1.7781392265312899,2.0489162840465918,38.0,4.0,80.0,33.0
2026-06-06,El Salvador,Qatar,Friendly,United States,True,4673.0,4861.0,-0.279585157162069,145.0,97.0,4711.695874131029,4849.0,4711.843607298323,4611.657819954919,1.319251618448376,1.4146066706779552,164.0,103.0,115.0,143.0
2026-06-06,Portugal,Chile,Friendly,Portugal,False,5564.0,5195.0,0.35019451143341424,4.0,42.5,5282.943306416984,5076.496583547009,5013.000119798976,4889.858032822423,2.61938084203998,0.0,6.0,32.0,10.0,46.0
2026-06-06,Curaçao,Aruba,Friendly,Curaçao,False,4832.0,4261.0,0.6296369833148627,105.0,178.0,4858.432131646445,4632.109714484614,4685.173196557471,4364.093875369486,2.989078626182569,0.0,99.0,172.0,126.0,176.0
2026-06-06,Brazil,Egypt,Friendly,United States,True,5516.0,5169.0,0.5110667358619487,9.0,50.0,5282.469923310344,4945.664786484963,5051.1927066408325,4999.4234632829,1.8209042182391686,0.0,7.0,69.0,8.0,12.0
2026-06-06,Estonia,Faroe Islands,Baltic Cup,Estonia,False,4814.0,4926.0,-0.3593059634007604,113.0,85.0,4827.62669743767,4812.688802694778,4644.418588273414,4795.051282051282,1.4978657110686318,1.1535757564870983,118.0,125.0,136.0,84.0
2026-06-06,Lithuania,Latvia,Baltic Cup,Lithuania,False,4822.0,4792.0,-0.1475159617812727,110.0,121.0,4753.534040176839,4742.954808608867,4701.392831000111,4721.146404920229,1.4973611760306744,0.0,146.0,150.0,118.0,111.0
2026-06-06,Albania,Luxembourg,Friendly,Albania,False,5141.0,4931.0,0.1196816449907158,52.0,84.0,4928.920758086064,4821.644911558217,4931.775132298557,4776.059968085998,1.8381356670582565,0.0,74.0,122.0,31.0,90.0
2026-06-06,Armenia,Kazakhstan,Friendly,Armenia,False,4789.0,4901.0,-0.3593059634007604,123.0,87.0,4907.3619677994775,4840.737001977539,4578.705250567842,4720.13198373488,1.941615866331246,1.3856860796889778,84.0,107.0,150.0,112.0
2026-06-06,Australia,Switzerland,Friendly,United States,True,5253.0,5447.0,-0.28843227473596955,28.0,12.0,5060.680231243796,5224.0067944393,4942.734611473168,4978.57546469998,1.2743501453960244,1.8156617707853513,36.0,11.0,28.0,15.0
2026-06-06,Argentina,Honduras,Friendly,United States,True,5598.0,4958.0,0.9129283922966684,2.0,80.0,5299.958560943956,4903.571428571428,5107.051282051282,4829.943243084551,2.4147516867097583,0.0,3.0,86.0,3.0,63.0
2026-06-06,Bermuda,Cape Verde,Friendly,United States,True,4379.0,5016.0,-0.9090256770313156,172.0,71.5,4775.0,4973.883212310751,4338.787609455695,4866.260302438317,0.0,3.007036305295539,138.0,65.0,182.0,53.0
2026-06-06,Bolivia,Scotland,Friendly,United States,True,5055.0,5285.0,-0.34135865162852197,66.0,27.0,4983.302226093946,5091.594632901776,4795.927761268353,4889.094487925839,1.3045700949357348,1.8584072644237666,60.0,30.0,81.0,47.0
2026-06-06,Bonaire,British Virgin Islands,Friendly,Spain,True,3998.0,3936.0,0.09253816070478327,202.0,205.0,4429.1949787717895,4372.828374471045,4220.4073799710495,4224.320741908027,1.5969576125108396,1.4547659281249725,196.0,203.0,199.0,198.0
2026-06-06,Comoros,Rwanda,Friendly,Morocco,True,4860.0,4844.0,0.023890697295971187,98.0,100.0,4852.532609782734,4795.733894187412,4827.839354412483,4790.0,1.2262147080269852,0.0,102.0,129.0,64.0,87.0
2026-06-06,Belgium,Tunisia,Friendly,Belgium,False,5460.0,5120.0,0.30872196672475627,11.0,58.0,5257.961342022136,4977.40623124516,4964.88346801316,4894.133187155891,2.5170099820101703,0.0,9.0,64.0,18.0,43.0
2026-06-07,Kenya,Lesotho,Friendly,South Africa,True,4811.0,4579.0,0.344290606969718,114.5,157.0,4876.604863971579,4735.524582254376,4696.37330256233,4692.051282051282,1.5411013454654499,1.1699015592329154,97.0,153.0,122.0,124.0
2026-06-07,Mozambique,Oman,Friendly,Indonesia,True,4793.0,4837.0,-0.06568669036646062,120.0,102.5,4879.359996084962,4757.0,4663.8362820049,4776.0,1.3276527025190925,1.3019496068726435,93.0,142.0,131.0,91.0
2026-06-07,Morocco,Norway,Friendly,United States,True,5308.0,5534.0,-0.335491965081441,25.0,8.0,5092.661556435826,5265.988882611099,4954.897181908457,4953.669755319283,1.4194062757105486,1.904752388350443,29.0,8.0,23.0,24.0
2026-06-07,Liechtenstein,Cyprus,Friendly,Liechtenstein,False,4336.0,4797.0,-0.864287209454069,173.0,117.0,4546.906124630514,4877.291493433207,4345.662931127416,4580.181949074781,1.32604271163853,2.1686698096064783,186.0,95.0,180.0,149.0
2026-06-07,Greece,Italy,Friendly,Greece,False,5300.0,5379.0,-0.3101866516103341,26.0,19.0,5105.929529291775,5160.18204684544,4940.638292021662,4924.318434043129,1.9245085034528764,1.2779249881206476,28.0,18.0,29.0,34.0
2026-06-07,Kosovo,Andorra,Friendly,Kosovo,False,5202.0,4683.0,0.5594575644886426,39.0,140.5,5024.685631127988,4563.425671602562,4877.129186037852,4687.277213441739,2.4262852826553365,0.0,48.0,180.0,51.0,125.0
2026-06-07,Denmark,Ukraine,Friendly,Denmark,False,5423.0,5240.0,0.07989960161675534,14.0,31.0,5223.231504728055,5119.772676930319,4948.975687742103,4928.417234874056,2.283454814581002,1.159557648215219,12.0,23.0,26.0,32.0
2026-06-07,Croatia,Slovenia,Friendly,Croatia,False,5422.0,5181.0,0.1651650260979071,15.0,45.0,5187.617693732778,4945.363230731737,4975.988907622726,4982.113254843018,1.9977672383008216,0.0,15.0,70.0,17.0,13.0
2026-06-07,Colombia,Jordan,Friendly,United States,True,5510.0,5082.0,0.6259257072259816,10.0,64.0,5254.137186675728,5043.923659954529,5033.411881908778,4763.613348999766,2.484873121808303,1.102692080656173,10.0,42.0,9.0,96.0
2026-06-07,Afghanistan,Pakistan,Diamond Jubilee T,Maldives,True,4288.0,4048.0,0.3560089965562412,177.0,200.0,4556.808259398767,4356.364167786278,4440.2792545674665,4277.051297056622,1.811190617001458,0.0,183.0,204.0,170.0,189.0
2026-06-07,Ecuador,Guatemala,Friendly,United States,True,5417.0,4899.0,0.7504027688380402,16.0,89.0,5077.017926019118,4927.954417745474,5129.621801683804,4732.355506313972,2.0075501164750715,0.0,31.0,75.0,1.0,109.0
2026-06-08,France,Northern Ireland,Friendly,France,False,5569.0,5121.0,0.4615841011143137,3.0,56.5,5283.206289146183,4990.948717948718,5059.325232878433,4901.239225135459,2.5802426876874933,0.0,5.0,55.0,5.0,41.0
2026-06-08,Madagascar,Uganda,Friendly,Morocco,True,4837.0,4842.0,-0.007466041820049994,102.5,101.0,4921.820841803025,4847.676676852353,4733.204698183182,4736.096074128144,1.5442941809612054,1.3559443364794415,80.0,104.0,108.0,105.0
2026-06-08,Netherlands,Uzbekistan,Friendly,United States,True,5538.0,5121.0,0.6104745938196796,7.0,56.5,5308.407899521982,4910.721313694908,4957.282140629241,4885.382766315711,2.25779474597653,0.0,2.0,83.0,20.0,48.0
2026-06-08,Peru,Spain,Friendly,Mexico,True,5195.0,5703.0,-0.7367519384542744,42.5,1.0,4984.288998501778,5396.151252082147,4953.524339159168,5058.0,0.0,2.3226406749977837,58.0,1.0,25.0,6.0
2026-06-09,Indonesia,Mozambique,Friendly,Indonesia,False,4684.0,4793.0,-0.35484519982309765,139.0,120.0,4747.777086030907,4879.359996084962,4602.232036368249,4663.8362820049,1.6390003595058438,1.4250023706853405,148.0,93.0,147.0,131.0
2026-06-09,Iran,Puerto Rico,Friendly,United States,True,5232.0,4449.0,1.0929689304842738,33.0,167.0,5111.25190008238,4663.168497298178,4912.308984490444,4457.0,3.079879158264545,0.0,27.0,168.0,37.0,167.0
2026-06-09,Iraq,Venezuela,Friendly,United States,True,4963.0,5211.0,-0.36771192862893426,79.0,37.0,4838.853692746152,5045.57230127797,4822.746051462927,4918.122501032207,0.0,1.6471131445618634,110.0,41.0,67.0,36.0
2026-06-09,Kyrgyzstan,Palestine,Friendly,Kyrgyzstan,False,4683.0,4853.0,-0.44531106327873365,140.5,99.0,4822.451857753301,4857.632652274276,4569.356917113276,4774.910859178869,1.5383434938013842,1.454381174283948,121.0,101.0,151.0,92.0
2026-06-09,Liberia,Sierra Leone,Friendly,Liberia,False,4725.0,4811.0,-0.32061454757079816,133.0,114.5,4823.641879278755,4840.108094117641,4667.224142863997,4763.198482560519,1.5736651751744872,1.164509752778081,119.0,109.0,130.0,98.0
2026-06-09,Saudi Arabia,Senegal,Friendly,United States,True,4967.0,5330.0,-0.5339457084287378,77.0,21.0,4832.102985728032,5173.725891230357,4830.123064783428,4940.562088053241,0.0,2.004265070641177,114.0,17.0,62.0,30.0
2026-06-09,Philippines,Myanmar,Friendly tournament,Philippines,False,4503.0,4154.0,0.3216237387888518,164.0,188.0,4711.948717948718,4547.879101629776,4472.482628802298,4214.7762907636725,2.9997705004187507,0.0,163.0,185.0,165.0,200.0
2026-06-09,Russia,Trinidad and Tobago,Friendly,Russia,False,5321.0,4721.0,0.6681834156121406,23.0,134.0,5129.218073729542,4864.900580058042,4898.130411298481,4566.571023503216,3.2519754226757067,0.0,22.0,98.0,42.0,153.0
2026-06-09,Rwanda,Tanzania,Friendly,Morocco,True,4844.0,4825.0,0.02836985947438717,100.0,107.5,4795.733894187412,4785.759447541524,4790.0,4795.261313563078,1.079593835658953,0.0,129.0,134.0,87.0,83.0
2026-06-09,Tajikistan,India,Friendly,Tajikistan,False,4637.0,4492.0,0.023684611096574357,150.0,165.0,4724.517371197702,4582.589019121642,4603.051282051282,4552.079851770638,1.8967378639874013,0.0,158.0,177.0,145.0,158.0
2026-06-09,Hungary,Kazakhstan,Friendly,Hungary,False,5180.0,4901.0,0.22059813086640084,46.0,87.0,4981.419814969892,4840.737001977539,4880.883735280226,4720.13198373488,2.174017627495692,0.0,61.0,107.0,49.0,112.0
2026-06-09,Vanuatu,Fiji,Friendly,Vanuatu,False,4146.0,4178.0,-0.2400848549856583,189.0,185.0,4462.0,4472.0,4241.0,4321.0,1.8030691490079307,1.3065603924536344,194.0,193.0,196.0,186.0
2026-06-09,Ethiopia,Malawi,Friendly,Ethiopia,False,4741.0,4690.0,-0.11617668408607236,128.5,136.0,4858.0,4731.0,4673.0,4767.000105360554,1.6588825716349827,0.0,100.0,156.0,128.0,94.0
2026-06-09,Bahrain,Syria,Friendly,Turkey,True,4790.0,4900.0,-0.16402454208446202,122.0,88.0,4732.0,4941.790346746136,4740.0,4701.29080282104,1.1498877741736884,1.5884181031511242,155.0,72.0,103.5,119.0
2026-06-09,Chile,DR Congo,Friendly,Spain,True,5195.0,5099.0,0.1431962345108903,42.5,61.0,5076.496583547009,4925.325226655104,4889.858032822423,4955.521704722478,1.372636535445298,1.16114683475346,32.0,76.0,46.0,22.0
