date,home_team,away_team,tournament,country,neutral
2026-11-10,Nepal,Sri Lanka,South Asian Champ,Bangladesh,True
2026-11-11,India,Maldives,South Asian Champ,Bangladesh,True
2026-11-12,New Zealand,India,Friendly,New Zealand,False
2026-11-12,San Marino,Belarus,European League C,San Marino,False
2026-11-12,Montenegro,Latvia,European League C,Montenegro,False
2026-11-12,Italy,France,European League A,Italy,False
2026-11-12,Albania,Finland,European League C,Albania,False
2026-11-12,Turkey,Belgium,European League A,Turkey,False
2026-11-12,England,Croatia,European League A,England,False
2026-11-12,Armenia,Cyprus,European League C,Armenia,False
2026-11-12,Czechia,Spain,European League A,Czechia,False
2026-11-13,Slovenia,Switzerland,European League B,Slovenia,False
2026-11-13,Andorra,Gibraltar,European League D,Andorra,False
2026-11-13,Netherlands,Greece,European League A,Netherlands,False
2026-11-13,Serbia,Germany,European League A,Serbia,False
2026-11-13,Scotland,North Macedonia,European League B,Scotland,False
2026-11-13,Bulgaria,Iceland,European League C,Bulgaria,False
2026-11-13,Luxembourg,Estonia,European League C,Luxembourg,False
2026-11-13,Moldova,Kazakhstan,European League C,Moldova,False
2026-11-13,Singapore,Paraguay,Friendly tournament,Singapore,False
2026-11-13,Liechtenstein,Azerbaijan,European League D,Liechtenstein,False
2026-11-13,Slovakia,Faroe Islands,European League C,Slovakia,False
2026-11-14,Norway,Wales,European League A,Norway,False
2026-11-14,Portugal,Denmark,European League A,Portugal,False
2026-11-14,Austria,Ireland,European League B,Austria,False
2026-11-14,Kosovo,Israel,European League B,Kosovo,False
2026-11-14,Northern Ireland,Ukraine,European League B,Northern Ireland,False
2026-11-14,Sweden,Bosnia and Herzegovinaovina,European League B,Sweden,False
2026-11-14,Brazil,Japan,Friendly tournament,Singapore,True
2026-11-14,Georgia,Hungary,European League B,Georgia,False
2026-11-14,Romania,Poland,European League B,Romania,False
2026-11-15,Latvia,Armenia,European League C,Latvia,False
2026-11-15,Belgium,Italy,European League A,Belgium,False
2026-11-15,Croatia,Czechia,European League A,Croatia,False
2026-11-15,Spain,England,European League A,Spain,False
2026-11-15,Albania,Belarus,European League C,Hungary,True
2026-11-15,Cyprus,Montenegro,European League C,Cyprus,False
2026-11-15,Finland,San Marino,European League C,Finland,False
2026-11-15,New Zealand,India,Friendly,New Zealand,False
2026-11-15,France,Turkey,European League A,France,False
2026-11-16,Lithuania,Liechtenstein,European League D,Lithuania,False
2026-11-16,Faroe Islands,Moldova,European League C,Faroe Islands,False
2026-11-16,Germany,Netherlands,European League A,Germany,False
2026-11-16,Greece,Serbia,European League A,Greece,False
2026-11-16,North Macedonia,Slovenia,European League B,North Macedonia,False
2026-11-16,Switzerland,Scotland,European League B,Switzerland,False
2026-11-16,Estonia,Bulgaria,European League C,Estonia,False
2026-11-16,Iceland,Luxembourg,European League C,Iceland,False
2026-11-16,Kazakhstan,Slovakia,European League C,Kazakhstan,False
2026-11-16,Gibraltar,Malta,European League D,Gibraltar,False
2026-11-16,Andorra,Azerbaijan,Friendly,Andorra,False
2026-11-17,Singapore,Brazil,Friendly tournament,Singapore,False
2026-11-17,Wales,Portugal,European League A,Wales,False
2026-11-17,Denmark,Norway,European League A,Denmark,False
2026-11-17,Poland,Sweden,European League B,Poland,False
2026-11-17,Ireland,Kosovo,European League B,Ireland,False
2026-11-17,Hungary,Northern Ireland,European League B,Hungary,False
2026-11-17,Japan,Paraguay,Friendly tournament,Singapore,True
2026-11-17,Bosnia and Herzegovinaovina,Romania,European League B,Bosnia and Herzegovina,True
2026-11-17,Austria,Israel,European League B,Hungary,True
2026-11-17,Georgia,Ukraine,European League B,Slovakia,True
2026-12-31,Oman,Yemen,Friendly,Oman,False
2027-03-06,Malawi,Angola,African Cup qualifier,Malawi,False
2027-03-06,Burkina Faso,Central African Republic,African Cup qualifier,Burkina Faso,False
2027-03-06,Cameroon,Congo,African Cup qualifier,Cameroon,False
2027-03-06,DR Congo,Zimbabwe,African Cup qualifier,DR Congo,False
2027-03-06,Egypt,South Sudan,African Cup qualifier,Egypt,False
2027-03-06,Gambia,Ghana,African Cup qualifier,Gambia,False
2027-03-06,Ivory Coast,Somalia,African Cup qualifier,Ivory Coast,False
2027-03-06,Kenya,Guinea,African Cup qualifier,Kenya,False
2027-03-06,Libya,Uganda,African Cup qualifier,Libya,False
2027-03-06,Mali,Liberia,African Cup qualifier,Mali,False
2027-03-06,Sudan,Mozambique,African Cup qualifier,Sudan,False
2027-03-06,Morocco,Lesotho,African Cup qualifier,Morocco,False
2027-03-06,Namibia,Comoros,African Cup qualifier,Namibia,False
2027-03-06,Niger,Gabon,African Cup qualifier,Niger,False
2027-03-06,Nigeria,Guinea-Bissau,African Cup qualifier,Nigeria,False
2027-03-06,Rwanda,Cape Verde,African Cup qualifier,Rwanda,False
2027-03-06,Senegal,Ethiopia,African Cup qualifier,Senegal,False
2027-03-06,Sierra Leone,Equatorial Guinea,African Cup qualifier,Sierra Leone,False
2027-03-06,South Africa,Eritrea,African Cup qualifier,South Africa,False
2027-03-06,Algeria,Burundi,African Cup qualifier,Algeria,False
2027-03-06,Tanzania,Madagascar,African Cup qualifier,Tanzania,False
2027-03-06,Mauritania,Benin,African Cup qualifier,Mauritania,False
2027-03-06,Zimbabwe,Sierra Leone,African Cup qualifier,Zimbabwe,False
2027-03-06,Guinea-Bissau,Tanzania,African Cup qualifier,Guinea-Bissau,False
2027-03-06,Uganda,Tunisia,African Cup qualifier,Uganda,False
2027-03-06,Togo,Zambia,African Cup qualifier,Togo,False
2027-03-06,Angola,Egypt,African Cup qualifier,Angola,False
2027-03-06,Benin,Burkina Faso,African Cup qualifier,Benin,False
2027-03-06,Botswana,Libya,African Cup qualifier,Botswana,False
2027-03-06,Burundi,Togo,African Cup qualifier,Burundi,False
2027-03-06,Cape Verde,Mali,African Cup qualifier,Cape Verde,False
2027-03-06,Central African Republic,Mauritania,African Cup qualifier,Central African Republic,False
2027-03-06,Comoros,Cameroon,African Cup qualifier,Comoros,False
2027-03-06,Congo,Namibia,African Cup qualifier,Congo,False
2027-03-06,Equatorial Guinea,DR Congo,African Cup qualifier,Equatorial Guinea,False
2027-03-06,Eritrea,Kenya,African Cup qualifier,Eritrea,False
2027-03-06,Ethiopia,Sudan,African Cup qualifier,Ethiopia,False
2027-03-06,Gabon,Morocco,African Cup qualifier,Gabon,False
2027-03-06,Ghana,Ivory Coast,African Cup qualifier,Ghana,False
2027-03-06,Guinea,South Africa,African Cup qualifier,Guinea,False
2027-03-06,Lesotho,Niger,African Cup qualifier,Lesotho,False
2027-03-06,Liberia,Rwanda,African Cup qualifier,Liberia,False
2027-03-06,Madagascar,Nigeria,African Cup qualifier,Madagascar,False
2027-03-06,Mozambique,Senegal,African Cup qualifier,Mozambique,False
2027-03-06,Somalia,Gambia,African Cup qualifier,Somalia,False
2027-03-06,South Sudan,Malawi,African Cup qualifier,South Sudan,False
2027-03-06,Zambia,Algeria,African Cup qualifier,Zambia,False
2027-03-06,Tunisia,Botswana,African Cup qualifier,Tunisia,False
